PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31116017","Development of an audio and computer cognitive behavioral therapy for depression in older adults","Morthland M, Shah A, Meadows JT, Scogin F.","Aging Ment Health. 2020 Aug;24(8):1207-1215. doi: 10.1080/13607863.2019.1609901. Epub 2019 May 22.","Morthland M","Aging Ment Health","2020","2019/05/23","","","10.1080/13607863.2019.1609901"
"35972792","Effects of eHealth Interventions on Quality of Life and Psychological Outcomes in Cardiac Surgery Patients: Systematic Review and Meta-analysis","Ni R, Liu M, Huang S, Yang J.","J Med Internet Res. 2022 Aug 16;24(8):e40090. doi: 10.2196/40090.","Ni R","J Med Internet Res","2022","2022/08/16","PMC9428777","","10.2196/40090"
"36426271","Brief Virtual Reality Exposure Therapy and Its Effects on Negative and Positive Emotions Among Healthy Working Adults: A Feasibility Study","Assa'edah Mahmud A, Zakaria H, Zaliman Mohd Yusoff M, Ruzyanei Nik Jaafar N, Baharudin A, Mohd Tamil A.","Alpha Psychiatry. 2022 Sep 1;23(5):223-229. doi: 10.5152/alphapsychiatry.2022.21781. eCollection 2022 Sep.","Assa'edah Mahmud A","Alpha Psychiatry","2022","2022/11/25","PMC9627768","","10.5152/alphapsychiatry.2022.21781"
"32587557","Providing Psychological and Emotional Support After Perinatal Loss: Protocol for a Virtual Reality-Based Intervention","Corno G, Bouchard S, Baños RM, Rivard MC, Verdon C, de Montigny F.","Front Psychol. 2020 Jun 10;11:1262. doi: 10.3389/fpsyg.2020.01262. eCollection 2020.","Corno G","Front Psychol","2020","2020/06/27","PMC7298072","","10.3389/fpsyg.2020.01262"
"34304028","360° Video virtual reality exposure therapy for public speaking anxiety: A randomized controlled trial","Reeves R, Elliott A, Curran D, Dyer K, Hanna D.","J Anxiety Disord. 2021 Oct;83:102451. doi: 10.1016/j.janxdis.2021.102451. Epub 2021 Jul 9.","Reeves R","J Anxiety Disord","2021","2021/07/25","","","10.1016/j.janxdis.2021.102451"
"38110902","A virtual mother-infant postpartum psychotherapy group for mothers with a history of adverse childhood experiences: open-label feasibility study","Wright E, Martinovic J, de Camps Meschino D, Barker LC, Philipp DA, Israel A, Hussain-Shamsy N, Mukerji G, Wang V, Chatterjee A, Vigod SN.","BMC Psychiatry. 2023 Dec 18;23(1):950. doi: 10.1186/s12888-023-05444-x.","Wright E","BMC Psychiatry","2023","2023/12/19","PMC10726650","","10.1186/s12888-023-05444-x"
"36939820","Effectiveness of Digital Mental Health Tools to Reduce Depressive and Anxiety Symptoms in Low- and Middle-Income Countries: Systematic Review and Meta-analysis","Kim J, Aryee LMD, Bang H, Prajogo S, Choi YK, Hoch JS, Prado EL.","JMIR Ment Health. 2023 Mar 20;10:e43066. doi: 10.2196/43066.","Kim J","JMIR Ment Health","2023","2023/03/20","PMC10131603","","10.2196/43066"
"36756843","A Digital Peer Support Platform to Translate Online Peer Support for Emerging Adult Mental Well-being: Randomized Controlled Trial","Yeo G, Loo G, Oon M, Pang R, Ho D.","JMIR Ment Health. 2023 Apr 18;10:e43956. doi: 10.2196/43956.","Yeo G","JMIR Ment Health","2023","2023/02/09","PMC10155088","","10.2196/43956"
"35594972","App-enhanced transdiagnostic CBT for adolescents with mood or psychotic spectrum disorders","Weintraub MJ, Ichinose MC, Zinberg J, Done M, Morgan-Fleming GM, Wilkerson CA, Brown RD, Bearden CE, Miklowitz DJ.","J Affect Disord. 2022 Aug 15;311:319-326. doi: 10.1016/j.jad.2022.05.094. Epub 2022 May 18.","Weintraub MJ","J Affect Disord","2022","2022/05/20","PMC9728252","NIHMS1852224","10.1016/j.jad.2022.05.094"
"36817380","How collaborative mental health care for competitive and high-performance athletes is implemented: A novel interdisciplinary case study","Van Slingerland KJ, DesClouds P, Durand-Bush N, Boudreault V, Abraham A.","Front Psychol. 2022 Dec 20;13:994430. doi: 10.3389/fpsyg.2022.994430. eCollection 2022.","Van Slingerland KJ","Front Psychol","2022","2023/02/23","PMC9936891","","10.3389/fpsyg.2022.994430"
"37050972","PROTOCOL: Technology-based and digital interventions for intimate partner violence: A meta-analysis and systematic review","Emezue C, Bloom TL.","Campbell Syst Rev. 2021 Jan 14;17(1):e1132. doi: 10.1002/cl2.1132. eCollection 2021 Mar.","Emezue C","Campbell Syst Rev","2021","2023/04/13","PMC8356356","","10.1002/cl2.1132"
"35462870","Preliminary Support of a Behavioral Intervention for Trait Conscientiousness in Multiple Sclerosis","Fuchs TA, Jaworski MG 3rd, Youngs M, Abdel-Kerim O, Wojcik C, Weinstock-Guttman B, Benedict RHB.","Int J MS Care. 2022 Mar-Apr;24(2):45-53. doi: 10.7224/1537-2073.2021-005. Epub 2021 Jul 9.","Fuchs TA","Int J MS Care","2022","2022/04/25","PMC9017661","","10.7224/1537-2073.2021-005"
"35060908","An Acceptance and Commitment Therapy Prototype Mobile Program for Individuals With a Visible Difference: Mixed Methods Feasibility Study","Zucchelli F, Donnelly O, Rush E, White P, Gwyther H, Williamson H; VTCT Foundation Research Team at the Centre for Appearance Research.","JMIR Form Res. 2022 Jan 21;6(1):e33449. doi: 10.2196/33449.","Zucchelli F","JMIR Form Res","2022","2022/01/21","PMC8817209","","10.2196/33449"
"37164463","Applying dyadic digital psychological interventions for reducing caregiver burden in the illness context: a systematic review and a meta-analysis protocol","Semonella M, Bertuzzi V, Dekel R, Andersson G, Pietrabissa G, Vilchinsky N.","BMJ Open. 2023 May 10;13(5):e070279. doi: 10.1136/bmjopen-2022-070279.","Semonella M","BMJ Open","2023","2023/05/10","PMC10173984","","10.1136/bmjopen-2022-070279"
"35476192","Using a Virtual Reality and Communication Intervention to Reduce Pain and Anxiety in Patients Undergoing Lipoma Excision With Local Anesthesia: A Randomized Controlled Trial","Bozdoğan Yeşilot S, Ciftci H, Yener MK.","AORN J. 2022 May;115(5):437-449. doi: 10.1002/aorn.13665.","Bozdoğan Yeşilot S","AORN J","2022","2022/04/27","","","10.1002/aorn.13665"
"36827193","A Parent-Targeted Group Intervention for Pediatric Pain Delivered In-Person or Virtually: Feasibility, Acceptability, and Effectiveness","Lee S, Dick BD, Jordan A, McMurtry CM.","Clin J Pain. 2023 Mar 1;39(3):127-137. doi: 10.1097/AJP.0000000000001100.","Lee S","Clin J Pain","2023","2023/02/24","","","10.1097/AJP.0000000000001100"
"36258654","Mobile application to support oncology patients during treatment on patient outcomes: Evidence from a randomized controlled trial","Graetz I, Hu X, Curry AN, Robles A, Vidal GA, Schwartzberg LS.","Cancer Med. 2023 Mar;12(5):6190-6199. doi: 10.1002/cam4.5351. Epub 2022 Oct 18.","Graetz I","Cancer Med","2023","2022/10/19","PMC10028030","","10.1002/cam4.5351"
"37946291","SuRxgWell: study protocol for a randomized controlled trial of telemedicine-based digital cognitive behavioral intervention for high anxiety and depression among patients undergoing elective hip and knee arthroplasty surgery","Kaynar AM, Lin C, Sanchez AG, Lavage DR, Monroe A, Zharichenko N, Strassburger M, Saucier K, Groff YJ, Klatt BA, O'Malley MJ, Szigethy E, Wasan AD, Chelly JE.","Trials. 2023 Nov 9;24(1):715. doi: 10.1186/s13063-023-07634-0.","Kaynar AM","Trials","2023","2023/11/10","PMC10634062","","10.1186/s13063-023-07634-0"
"36170437","Addressing burgeoning unmet needs in college mental health","Singh MK, Malmon A, Horne L, Felten O.","J Am Coll Health. 2022 Sep 28:1-4. doi: 10.1080/07448481.2022.2115302. Online ahead of print.","Singh MK","J Am Coll Health","2022","2022/09/28","","","10.1080/07448481.2022.2115302"
"35934661","Use of Virtual Reality for Reducing Pain and Anxiety After Laparoscopic Sleeve Gastrectomy: A Randomized Controlled Trial","Yesilot SB, Yeşilkuş R, Beyaz F.","Pain Manag Nurs. 2022 Dec;23(6):826-831. doi: 10.1016/j.pmn.2022.07.001. Epub 2022 Aug 5.","Yesilot SB","Pain Manag Nurs","2022","2022/08/07","","","10.1016/j.pmn.2022.07.001"
"37756116","Evaluating a Peer-Support Mobile App for Mental Health and Substance Use Among Adolescents Over 12 Months During the COVID-19 Pandemic: Randomized Controlled Trial","Birrell L, Debenham J, Furneaux-Bate A, Prior K, Spallek S, Thornton L, Chapman C, Newton N.","J Med Internet Res. 2023 Sep 27;25:e45216. doi: 10.2196/45216.","Birrell L","J Med Internet Res","2023","2023/09/27","PMC10538359","","10.2196/45216"
"32829456","Pilot Study of a Virtual Reality Educational Intervention for Radiotherapy Patients Prior to Initiating Treatment","Gao J, Liu S, Zhang S, Wang Y, Liang Z, Feng Q, Hu M, Zhang Q.","J Cancer Educ. 2022 Jun;37(3):578-585. doi: 10.1007/s13187-020-01848-5.","Gao J","J Cancer Educ","2022","2020/08/24","","","10.1007/s13187-020-01848-5"
"37494106","Boosting Empathy and Compassion Through Mindfulness-Based and Socioemotional Dyadic Practice: Randomized Controlled Trial With App-Delivered Trainings","Silveira S, Godara M, Singer T.","J Med Internet Res. 2023 Jul 26;25:e45027. doi: 10.2196/45027.","Silveira S","J Med Internet Res","2023","2023/07/26","PMC10413229","","10.2196/45027"
"36937692","Smartphone app-based intervention for reducing stress, depression, and anxiety in caregivers of people with dementia in Vietnam: Study protocol for a pilot randomized controlled trial","Than TN, Nguyen TT, Nguyen TC, Vu LT, Vo PT, TTruong K, Schofield P, Nguyen TA.","Digit Health. 2023 Mar 13;9:20552076231163786. doi: 10.1177/20552076231163786. eCollection 2023 Jan-Dec.","Than TN","Digit Health","2023","2023/03/20","PMC10014987","","10.1177/20552076231163786"
"35578409","A Virtual, Simulated Code White for Undergraduate Nursing Students","Stephen T, King K, Taylor M, Jackson M, Hilario C.","Can J Nurs Res. 2022 Sep;54(3):320-330. doi: 10.1177/08445621221101290. Epub 2022 May 16.","Stephen T","Can J Nurs Res","2022","2022/05/17","PMC9379387","","10.1177/08445621221101290"
"35855382","The Effects of Virtual Directed Painting Therapy on Anxiety, Depression, and Self-efficacy of Children with Type 1 Diabetes: A Randomized Controlled Clinical Trial","Zamanifard M, Soltanian M, Edraki M, Moravaj H, Sharifi N.","Int J Community Based Nurs Midwifery. 2022 Jul;10(3):210-222. doi: 10.30476/IJCBNM.2022.93400.1927.","Zamanifard M","Int J Community Based Nurs Midwifery","2022","2022/07/20","PMC9287569","","10.30476/IJCBNM.2022.93400.1927"
"37773624","Effectiveness of a Mobile App Intervention for Preparing Preschool Children and Parents for Day Surgery: Randomized Controlled Trial","Kerimaa H, Hakala M, Haapea M, Vähänikkilä H, Serlo W, He HG, Pölkki T.","J Med Internet Res. 2023 Sep 29;25:e46989. doi: 10.2196/46989.","Kerimaa H","J Med Internet Res","2023","2023/09/29","PMC10576237","","10.2196/46989"
"35251940","App-based maintenance treatment for alcohol use disorder after acute inpatient treatment: Study protocol for a multicentre randomized controlled trial","Saur S, Weisel KK, Lang C, Fuhrmann LM, Steins-Loeber S, Enewoldsen N, Reichl D, Zink M, Jakobi F, Rudolph M, Ahnert A, Braunwarth WD, Falkai P, Koller G, Behle N, Hager L, Hillemacher T, Heepe P, Müller FN, Kraus T, Kiderman Y, Horn N, Kornhuber J, Lins S, Spitzer P, Bönsch D, Counot C, Stemmler M, Hildebrand A, Amelung V, Kerkemeyer L, Berking M.","Internet Interv. 2022 Feb 23;28:100517. doi: 10.1016/j.invent.2022.100517. eCollection 2022 Apr.","Saur S","Internet Interv","2022","2022/03/07","PMC8888955","","10.1016/j.invent.2022.100517"
"34501524","Implementing Digital Trainings within Medical Rehabilitations: Improvement of Mental Health and Synergetic Outcomes with Healthcare Service","Keller FM, Dahmen A, Derksen C, Kötting L, Lippke S.","Int J Environ Res Public Health. 2021 Aug 25;18(17):8936. doi: 10.3390/ijerph18178936.","Keller FM","Int J Environ Res Public Health","2021","2021/09/10","PMC8430970","","10.3390/ijerph18178936"
"37002877","Effect of a Behavioral Therapy-Based Virtual Reality Application on Quality of Life in Chronic Low Back Pain","Groenveld TD, Smits MLM, Knoop J, Kallewaard JW, Staal JB, de Vries M, van Goor H.","Clin J Pain. 2023 Jun 1;39(6):278-285. doi: 10.1097/AJP.0000000000001110.","Groenveld TD","Clin J Pain","2023","2023/04/01","PMC10205123","","10.1097/AJP.0000000000001110"
"32511154","Virtual Reality Intervention Targeting Pain and Anxiety Among Pediatric Cancer Patients Undergoing Peripheral Intravenous Cannulation: A Randomized Controlled Trial","Wong CL, Li CK, Chan CWH, Choi KC, Chen J, Yeung MT, Chan ON.","Cancer Nurs. 2021 Nov-Dec 01;44(6):435-442. doi: 10.1097/NCC.0000000000000844.","Wong CL","Cancer Nurs","2021","2020/06/09","","","10.1097/NCC.0000000000000844"
"36069841","Effectiveness and Minimum Effective Dose of App-Based Mobile Health Interventions for Anxiety and Depression Symptom Reduction: Systematic Review and Meta-Analysis","Lu SC, Xu M, Wang M, Hardi A, Cheng AL, Chang SH, Yen PY.","JMIR Ment Health. 2022 Sep 7;9(9):e39454. doi: 10.2196/39454.","Lu SC","JMIR Ment Health","2022","2022/09/07","PMC9494214","","10.2196/39454"
"35044927","Brief Digital Interventions to Support the Psychological Well-being of NHS Staff During the COVID-19 Pandemic: 3-Arm Pilot Randomized Controlled Trial","De Kock JH, Latham HA, Cowden RG, Cullen B, Narzisi K, Jerdan S, Munoz SA, Leslie SJ, Stamatis A, Eze J.","JMIR Ment Health. 2022 Apr 4;9(4):e34002. doi: 10.2196/34002.","De Kock JH","JMIR Ment Health","2022","2022/01/19","PMC8982650","","10.2196/34002"
"37461733","The Effect of an Adapted Digital Mental Health Intervention for Sickle Cell Disease on Engagement: A Pilot Randomized Controlled Trial","Parchuri E, Nardo E, O'Brien J, Crosby L, Porter J, Palermo T, Nikolajski CE, Treadwell M, Hillery C, Szigethy E, Jonassaint C.","Res Sq [Preprint]. 2023 Jun 28:rs.3.rs-3073103. doi: 10.21203/rs.3.rs-3073103/v1.","Parchuri E","Res Sq","2023","2023/07/18","PMC10350243","","10.21203/rs.3.rs-3073103/v1"
"36194074","A Smartphone App for Promoting Mental Well-being and Awareness of Anxious Symptoms in Adolescents: A Pilot Cluster Randomized Controlled Trial","Sun Y, Wang MP, Ho SY, Chan CS, Man PKW, Kwok T, Wan ANT, Lam TH.","Games Health J. 2022 Oct 3. doi: 10.1089/g4h.2021.0215. Online ahead of print.","Sun Y","Games Health J","2022","2022/10/04","","","10.1089/g4h.2021.0215"
"37639295","Evaluating a Smartphone App (MeT4VeT) to Support the Mental Health of UK Armed Forces Veterans: Feasibility Randomized Controlled Trial","Parkes S, Croak B, Brooks SK, Stevelink SAM, Leightley D, Fear NT, Rafferty L, Greenberg N.","JMIR Ment Health. 2023 Aug 28;10:e46508. doi: 10.2196/46508.","Parkes S","JMIR Ment Health","2023","2023/08/28","PMC10495851","","10.2196/46508"
"36401916","Effects of immersive virtual reality for managing anxiety, nausea and vomiting among paediatric cancer patients receiving their first chemotherapy: An exploratory randomised controlled trial","Lee Wong C, Li CK, Choi KC, Wei So WK, Yan Kwok JY, Cheung YT, Chan CWH.","Eur J Oncol Nurs. 2022 Dec;61:102233. doi: 10.1016/j.ejon.2022.102233. Epub 2022 Nov 2.","Lee Wong C","Eur J Oncol Nurs","2022","2022/11/19","","","10.1016/j.ejon.2022.102233"
"35052312","An App about Healthy Habits as an Educational Resource during the Pandemic","Merino-Godoy MLÁ, Moreno-Sánchez E, Gago-Valiente FJ, Costa EI, Sáez-Padilla J.","Healthcare (Basel). 2022 Jan 13;10(1):148. doi: 10.3390/healthcare10010148.","Merino-Godoy MLÁ","Healthcare (Basel)","2022","2022/01/21","PMC8775479","","10.3390/healthcare10010148"
"35597116","Capacity limitations in neurology patients, with and without comorbid mental disorders","Neue DC, Linden M, Muschalla B.","J Psychosom Res. 2022 Aug;159:110928. doi: 10.1016/j.jpsychores.2022.110928. Epub 2022 May 5.","Neue DC","J Psychosom Res","2022","2022/05/21","","","10.1016/j.jpsychores.2022.110928"
"37048570","App-Based Mindfulness Meditation Training and an Audiobook Intervention Reduce Symptom Severity but Do Not Modify Backward Inhibition in Adolescent Obsessive-Compulsive Disorder: Evidence from an EEG Study","Rempel S, Backhausen LL, McDonald M, Roessner V, Vetter NC, Beste C, Wolff N.","J Clin Med. 2023 Mar 24;12(7):2486. doi: 10.3390/jcm12072486.","Rempel S","J Clin Med","2023","2023/04/13","PMC10095390","","10.3390/jcm12072486"
"37053096","A Self-Help Virtual Therapeutic Experience Intervention for Overcoming Psychological Distress Related to the COVID-19 Pandemic: Results From the European Multicentric COVID Feel Good Trial","Riva G, Di Lernia D, Tuena C, Bernardelli L, Maldonado JG, Ferrer-Garcia M, Porras-Garcia B, Meyer ML, Shiban Y, Castelnuovo G, Pagnini F, Pedroli E, Sforza F, Clementi A, Sansoni M, Wiederhold BK, Serino S.","Psychosom Med. 2023 Sep 1;85(7):639-650. doi: 10.1097/PSY.0000000000001198. Epub 2023 Apr 6.","Riva G","Psychosom Med","2023","2023/04/13","","","10.1097/PSY.0000000000001198"
"36943337","Effectiveness of an App-Based Short Intervention to Improve Sleep: Randomized Controlled Trial","Vollert B, Müller L, Jacobi C, Trockel M, Beintner I.","JMIR Ment Health. 2023 Mar 21;10:e39052. doi: 10.2196/39052.","Vollert B","JMIR Ment Health","2023","2023/03/21","PMC10131838","","10.2196/39052"
"36745486","Evaluation of an App-Delivered Psychological Flexibility Skill Training Intervention for Medical Student Burnout and Well-being: Randomized Controlled Trial","Ditton E, Knott B, Hodyl N, Horton G, Oldmeadow C, Walker FR, Nilsson M.","JMIR Ment Health. 2023 Feb 6;10:e42566. doi: 10.2196/42566.","Ditton E","JMIR Ment Health","2023","2023/02/06","PMC9941904","","10.2196/42566"
"32381258","The Effectiveness of Collaborative Care on Depression Outcomes for Racial/Ethnic Minority Populations in Primary Care: A Systematic Review","Hu J, Wu T, Damodaran S, Tabb KM, Bauer A, Huang H.","Psychosomatics. 2020 Nov-Dec;61(6):632-644. doi: 10.1016/j.psym.2020.03.007. Epub 2020 Apr 3.","Hu J","Psychosomatics","2020","2020/05/09","PMC7541409","NIHMS1581662","10.1016/j.psym.2020.03.007"
"38113103","Digital Therapeutic Intervention for Women in the UK Armed Forces Who Consume Alcohol at a Hazardous or Harmful Level: Protocol for a Randomized Controlled Trial","Williamson G, Carr E, Fear NT, Dymond S, King K, Simms A, Goodwin L, Murphy D, Leightley D.","JMIR Res Protoc. 2023 Dec 19;12:e51531. doi: 10.2196/51531.","Williamson G","JMIR Res Protoc","2023","2023/12/19","PMC10762616","","10.2196/51531"
